DATE,YEAR,MONTH,DAY,RAIN_GAUGE_ID,QUADRANT,AMOUNT,RAIN_GAUGE_MOVED,LATITUDE,LONGITUDE,LOCATION
August 23 2012,2012,August,23,P013,SW,8,,53.36696000,-113.66463000,POINT (-113.66463 53.36696)
May 24 2012,2012,May,24,P303,SE,4,,53.36747000,-113.49165000,POINT (-113.49165 53.36747)
June 25 2013,2013,June,25,P226,NE,5,,53.62326727,-113.22124958,POINT (-113.22124958 53.62326727)
June 27 2012,2012,June,27,P004,SW,4,,53.45471000,-113.78678000,POINT (-113.78678 53.45471)
June 20 2014,2014,June,20,P003,SW,6,,53.45436800,-113.88520400,POINT (-113.885204 53.454368)
May 31 2016,2016,May,31,P228,NE,7,,53.62324940,-113.27081773,POINT (-113.27081773 53.6232494)
August 10 2012,2012,August,10,P209,NE,7,,53.71737590,-113.39691628,POINT (-113.39691628 53.7173759)
July 15 2013,2013,July,15,P017,SW,37,,53.42473211,-113.58992719,POINT (-113.58992719 53.42473211)
July 18 2016,2016,July,18,P216,NE,5,,53.74501560,-113.32199917,POINT (-113.32199917 53.7450156)
July 04 2016,2016,July,4,P104,NW,32,,53.57059365,-113.78686008,POINT (-113.78686008 53.57059365)
June 10 2014,2014,June,10,P232,NE,0,,53.56154300,-113.34695300,POINT (-113.346953 53.561543)
August 04 2015,2015,August,4,P214,NE,6,,53.68322446,-113.31976706,POINT (-113.31976706 53.68322446)
June 27 2012,2012,June,27,P105,NW,3,,53.57318000,-113.68966000,POINT (-113.68966 53.57318)
July 10 2018,2018,July,10,P209,NE,1,,53.72338800,-113.40293500,POINT (-113.402935 53.723388)
August 23 2012,2012,August,23,P125,NW,5,,53.68450000,-113.68462000,POINT (-113.68462 53.6845)
June 17 2013,2013,June,17,P231,NE,7,,53.57319776,-113.27058000,POINT (-113.27058 53.57319776)
October 07 2015,2015,October,7,P231,NE,3,,53.57307443,-113.27070167,POINT (-113.27070167000001 53.57307443)
July 02 2015,2015,July,2,P215,NE,1,,53.71690757,-113.32078399,POINT (-113.32078399 53.71690757)
April 24 2014,2014,April,24,P011,SW,20,,53.39613100,-113.68893600,POINT (-113.68893600000001 53.396131)
June 07 2012,2012,June,7,P302,SE,0,,53.38835658,-113.49191526,POINT (-113.49191526 53.38835658)
July 12 2018,2018,July,12,P231,NE,0,,53.56976867,-113.26727767,POINT (-113.267277666667 53.5697686666667)
September 15 2017,2017,September,15,P216,NE,20,,53.74499578,-113.32197854,POINT (-113.32197854 53.74499578)
April 29 2015,2015,April,29,P304,SE,0,,53.33801497,-113.48874840,POINT (-113.4887484 53.33801497)
August 04 2015,2015,August,4,P212,NE,0,,53.62939730,-113.39969591,POINT (-113.39969591 53.62939730000001)
June 11 2013,2013,June,11,P302,SE,4,,53.39496922,-113.49202754,POINT (-113.49202754 53.39496922)
June 13 2016,2016,June,13,P010,SW,48,,53.42460733,-113.68907812,POINT (-113.68907812 53.42460733)
May 24 2016,2016,May,24,P209,NE,55,,53.71738525,-113.39702074,POINT (-113.39702074 53.71738525)
September 09 2014,2014,September,9,P004,SW,18,,53.45387000,-113.78665200,POINT (-113.786652 53.45387000000001)
October 24 2016,2016,October,24,P009,SW,8,,53.45150364,-113.68885906,POINT (-113.68885906 53.45150364)
July 10 2014,2014,July,10,P016,SW,4,,53.39571100,-113.59029400,POINT (-113.590294 53.395711)
July 18 2012,2012,July,18,P002,SW,4,,53.48252285,-113.88562582,POINT (-113.8856258243 53.4825228481)
July 24 2012,2012,July,24,P012,SW,14,,53.33822000,-113.65928000,POINT (-113.65928 53.33822)
August 08 2012,2012,August,8,P303,SE,14,,53.36747000,-113.49165000,POINT (-113.49165 53.36747)
September 15 2017,2017,September,15,P112,NW,12,,53.74526007,-113.59540135,POINT (-113.59540135 53.74526007)
June 11 2012,2012,June,11,P311,SE,12,,53.50872000,-113.39357000,POINT (-113.39357 53.508720000000004)
May 21 2013,2013,May,21,P231,NE,0,,53.57319776,-113.27058000,POINT (-113.27058 53.57319776)
July 11 2013,2013,July,11,P323,SE,12,,53.54102068,-113.38712441,POINT (-113.38712441 53.54102068)
June 15 2012,2012,June,15,P007,SW,4,,53.51060650,-113.68918347,POINT (-113.6891834685 53.5106064958)
June 29 2017,2017,June,29,P112,NW,13,,53.74526007,-113.59540135,POINT (-113.59540135 53.74526007)
July 13 2018,2018,July,13,P313,SE,13,,53.45806900,-113.29960000,POINT (-113.2996 53.458069)
October 03 2016,2016,October,3,P112,NW,28,,53.74526007,-113.59540135,POINT (-113.59540135 53.74526007)
May 30 2014,2014,May,30,P312,SE,18,,53.48060800,-113.29547900,POINT (-113.295479 53.480608)
August 15 2012,2012,August,15,P309,SE,12,,53.45440000,-113.38191000,POINT (-113.38191 53.4544)
July 15 2013,2013,July,15,P216,NE,20,,53.74505416,-113.32197429,POINT (-113.32197429 53.74505416)
May 24 2012,2012,May,24,P015,SW,8,,53.36696000,-113.59054000,POINT (-113.59054 53.36696)
July 08 2019,2019,July,8,P215,NE,5,,53.72026433,-113.31744967,POINT (-113.31744966666702 53.7202643333333)
August 08 2012,2012,August,8,P002,SW,34,,53.48252285,-113.88562582,POINT (-113.8856258243 53.4825228481)
September 26 2014,2014,September,26,P011,SW,2,,53.39613100,-113.68893600,POINT (-113.68893600000001 53.396131)
July 02 2015,2015,July,2,P225,NE,7,,53.59911080,-113.22137922,POINT (-113.22137922000002 53.5991108)
May 27 2019,2019,May,27,P101,NW,3,,53.54770100,-113.70072000,POINT (-113.70072 53.547701)
July 08 2013,2013,July,8,P106,NW,3,,53.58459741,-113.68935384,POINT (-113.6893538386 53.5845974134)
June 17 2013,2013,June,17,P214,NE,6,,53.68321548,-113.31982171,POINT (-113.31982171 53.68321548)
June 17 2013,2013,June,17,P232,NE,5,,53.56154288,-113.34695338,POINT (-113.34695338 53.56154288)
June 23 2015,2015,June,23,P111,NW,12,,53.71577399,-113.59047747,POINT (-113.59047747000001 53.71577399)
July 10 2018,2018,July,10,P001,SW,24,,53.51719333,-113.89049033,POINT (-113.890490333333 53.5171933333333)
May 15 2018,2018,May,15,P209,NE,0,,53.72338800,-113.40293500,POINT (-113.402935 53.723388)
August 15 2017,2017,August,15,P306,SE,2,,53.36677663,-113.39092512,POINT (-113.39092512000002 53.36677663)
July 25 2017,2017,July,25,P004,SW,12,,53.45374038,-113.78693946,POINT (-113.78693946 53.45374038)
September 11 2018,2018,September,11,P215,NE,8,,53.72026433,-113.31744967,POINT (-113.31744966666702 53.7202643333333)
July 25 2017,2017,July,25,P225,NE,10,,53.59924935,-113.22133266,POINT (-113.22133266 53.59924935)
August 02 2016,2016,August,2,P323,SE,38,,53.54104869,-113.38712953,POINT (-113.38712953000001 53.54104869)
May 25 2017,2017,May,25,P014,SW,42,,53.33803175,-113.58588468,POINT (-113.58588468 53.33803175)
June 10 2014,2014,June,10,P312,SE,2,,53.48060800,-113.29547900,POINT (-113.295479 53.480608)
September 10 2013,2013,September,10,P317,SE,2,,53.33784178,-113.29399070,POINT (-113.2939907 53.33784178)
August 06 2019,2019,August,6,P101,NW,52,,53.54770100,-113.70072000,POINT (-113.70072 53.547701)
June 29 2017,2017,June,29,P004,SW,10,,53.45374038,-113.78693946,POINT (-113.78693946 53.45374038)
June 19 2013,2013,June,19,P212,NE,14,,53.62957198,-113.39963336,POINT (-113.39963336 53.62957198)
July 26 2012,2012,July,26,P003,SW,10,,53.45577000,-113.88640000,POINT (-113.8864 53.45577)
June 11 2012,2012,June,11,P009,SW,36,,53.44452000,-113.68838000,POINT (-113.68838 53.44452)
June 21 2017,2017,June,21,P205,NW,-1,,53.74526637,-113.49379386,POINT (-113.49379386 53.74526637)
October 24 2016,2016,October,24,P317,SE,12,,53.33808029,-113.29399345,POINT (-113.29399345 53.33808029)
July 16 2012,2012,July,16,P205,NW,68,,53.74535000,-113.49425000,POINT (-113.49425 53.74535)
May 21 2013,2013,May,21,P314,SE,0,,53.42473062,-113.29564300,POINT (-113.295643 53.42473062)
June 28 2016,2016,June,28,P317,SE,32,,53.33808029,-113.29399345,POINT (-113.29399345 53.33808029)
July 16 2012,2012,July,16,P203,NW,34,,53.68676000,-113.49234000,POINT (-113.49234 53.68676)
May 24 2012,2012,May,24,P210,NE,11,,53.68705480,-113.39376500,POINT (-113.39376500000002 53.6870548)
July 19 2019,2019,July,19,P209,NE,51,,53.72338800,-113.40293500,POINT (-113.402935 53.723388)
May 31 2016,2016,May,31,P214,NE,16,,53.68326550,-113.31986799,POINT (-113.31986799 53.6832655)
April 19 2016,2016,April,19,P125,NW,-1,,53.68736247,-113.68460299,POINT (-113.68460299 53.687362470000004)
August 23 2012,2012,August,23,P307,SE,31,,53.39636000,-113.39367000,POINT (-113.39367 53.39636)
July 13 2015,2015,July,13,P224,NE,10,,53.57065293,-113.22167861,POINT (-113.22167861 53.57065293)
May 27 2013,2013,May,27,P110,NW,9,,53.68107710,-113.59380375,POINT (-113.5938037466 53.6810771003)
July 10 2018,2018,July,10,P133,NW,13,,53.62413367,-113.67720967,POINT (-113.677209666667 53.6241336666667)
July 02 2014,2014,July,2,P213,NE,8,,53.65775000,-113.31989000,POINT (-113.31989 53.65775)
July 02 2015,2015,July,2,P333,SE,4,,53.46171360,-113.47954438,POINT (-113.47954438 53.4617136)
May 30 2013,2013,May,30,P110,NW,4,,53.68107710,-113.59380375,POINT (-113.5938037466 53.6810771003)
May 30 2014,2014,May,30,P112,NW,21,,53.74523200,-113.59538500,POINT (-113.595385 53.745232)
July 18 2012,2012,July,18,P314,SE,6,,53.42466000,-113.29558000,POINT (-113.29558 53.42466)
July 23 2018,2018,July,23,P226,NE,26,,53.62128800,-113.22322000,POINT (-113.22322 53.621288)
June 06 2014,2014,June,6,P120,NW,22,,53.71719600,-113.69437800,POINT (-113.694378 53.71719600000001)
June 28 2016,2016,June,28,P303,SE,30,,53.36747625,-113.49166293,POINT (-113.49166293000002 53.36747625)
June 19 2013,2013,June,19,P101,NW,24,,53.54198704,-113.69465782,POINT (-113.6946578166 53.5419870378)
August 11 2016,2016,August,11,P205,NW,4,,53.74735776,-113.49551670,POINT (-113.49551670000001 53.74735776)
April 19 2016,2016,April,19,P231,NE,0,,53.57306832,-113.27075484,POINT (-113.27075484 53.57306832)
May 31 2018,2018,May,31,P104,NW,6,,53.56664833,-113.78453233,POINT (-113.784532333333 53.5666483333333)
July 13 2015,2015,July,13,P210,NE,16,,53.68618484,-113.39375872,POINT (-113.39375872 53.68618484)
August 15 2012,2012,August,15,P213,NE,12,,53.65787987,-113.32011513,POINT (-113.32011513 53.65787987)
July 16 2012,2012,July,16,P218,NE,38,,53.68667638,-113.22208630,POINT (-113.2220862984 53.6866763769)
August 10 2012,2012,August,10,P304,SE,14,,53.33802000,-113.48877000,POINT (-113.48877000000002 53.33802000000001)
August 10 2012,2012,August,10,P009,SW,1,,53.44452000,-113.68838000,POINT (-113.68838 53.44452)
June 03 2014,2014,June,3,P004,SW,7,,53.45387000,-113.78665200,POINT (-113.786652 53.45387000000001)
June 03 2015,2015,June,3,P314,SE,1,,53.42476832,-113.29556846,POINT (-113.29556846 53.42476832)
April 25 2014,2014,April,25,P228,NE,15,,53.62330000,-113.27078000,POINT (-113.27078 53.6233)
June 28 2016,2016,June,28,P333,SE,4,,53.46160408,-113.47942807,POINT (-113.47942807 53.46160408)
June 13 2016,2016,June,13,P205,NW,22,,53.74735776,-113.49551670,POINT (-113.49551670000001 53.74735776)
June 19 2013,2013,June,19,P229,NE,33,,53.60013186,-113.27068040,POINT (-113.27068040000002 53.60013186)
September 09 2014,2014,September,9,P208,NE,24,,53.74493000,-113.39668000,POINT (-113.39668 53.74493)
July 12 2012,2012,July,12,P012,SW,1,,53.33822000,-113.65928000,POINT (-113.65928 53.33822)
June 13 2013,2013,June,13,P232,NE,28,,53.56154288,-113.34695338,POINT (-113.34695338 53.56154288)
June 13 2016,2016,June,13,P313,SE,24,,53.45416667,-113.29558377,POINT (-113.29558377 53.45416667)
May 23 2012,2012,May,23,P218,NE,36,,53.68667638,-113.22208630,POINT (-113.2220862984 53.6866763769)
August 12 2013,2013,August,12,P225,NE,8,,53.59915916,-113.22134510,POINT (-113.2213451 53.59915916)
July 08 2013,2013,July,8,P313,SE,1,,53.45402106,-113.29552133,POINT (-113.29552133 53.45402106)
July 11 2016,2016,July,11,P011,SW,22,,53.39612965,-113.68906913,POINT (-113.68906913 53.396129650000006)
July 03 2019,2019,July,3,P226,NE,30,,53.62128800,-113.22322000,POINT (-113.22322 53.621288)
May 27 2019,2019,May,27,P214,NE,28,,53.67784367,-113.31455667,POINT (-113.314556666667 53.6778436666667)
June 15 2017,2017,June,15,P006,SW,8,,53.51196559,-113.78701945,POINT (-113.78701945 53.51196559000001)
June 08 2019,2019,June,8,P001,SW,38,,53.51719333,-113.89049033,POINT (-113.890490333333 53.5171933333333)
May 08 2017,2017,May,8,P302,SE,-1,,53.39557374,-113.49000684,POINT (-113.49000684 53.39557374)
June 11 2013,2013,June,11,P313,SE,8,,53.45402106,-113.29552133,POINT (-113.29552133 53.45402106)
August 15 2017,2017,August,15,P119,NW,14,,53.74500890,-113.69445905,POINT (-113.69445905 53.7450089)
June 06 2012,2012,June,6,P102,NW,4,,53.54515000,-113.79299000,POINT (-113.79299 53.54515)
June 19 2013,2013,June,19,P310,SE,2,,53.48909706,-113.39363426,POINT (-113.39363426 53.48909706)
August 15 2012,2012,August,15,P218,NE,12,,53.68667638,-113.22208630,POINT (-113.2220862984 53.6866763769)
July 18 2015,2015,July,18,P133,NW,32,,53.62756813,-113.68038171,POINT (-113.68038171 53.62756813)
August 30 2016,2016,August,30,P314,SE,36,,53.42473523,-113.29559915,POINT (-113.29559915 53.42473523)
September 06 2013,2013,September,6,P215,NE,28,,53.71689015,-113.32079127,POINT (-113.32079127 53.71689015)
June 03 2013,2013,June,3,P229,NE,2,,53.60013186,-113.27068040,POINT (-113.27068040000002 53.60013186)
August 21 2015,2015,August,21,P007,SW,12,,53.50679961,-113.68836440,POINT (-113.6883644 53.50679961)
August 12 2013,2013,August,12,P011,SW,29,,53.39613152,-113.68893659,POINT (-113.68893659 53.39613152)
July 24 2012,2012,July,24,P226,NE,2,,53.62830150,-113.21809590,POINT (-113.2180959 53.6283015)
May 07 2018,2018,May,7,P105,NW,-1,,53.57632733,-113.69165233,POINT (-113.691652333333 53.57632733333331)
July 07 2014,2014,July,7,P304,SE,26,,53.33796000,-113.48874600,POINT (-113.488746 53.33796)
August 23 2012,2012,August,23,P003,SW,0,,53.45577000,-113.88640000,POINT (-113.8864 53.45577)
June 15 2015,2015,June,15,P203,NW,11,,53.68957090,-113.49303168,POINT (-113.49303168 53.6895709)
May 24 2016,2016,May,24,P109,NW,84,,53.65698222,-113.59265710,POINT (-113.5926571 53.65698222)
June 12 2017,2017,June,12,P001,SW,14,,53.51184362,-113.88531114,POINT (-113.88531114 53.51184362000001)
June 12 2017,2017,June,12,P004,SW,15,,53.45374038,-113.78693946,POINT (-113.78693946 53.45374038)
July 04 2012,2012,July,4,P215,NE,38,,53.71608230,-113.32035060,POINT (-113.3203506 53.7160823)
July 18 2012,2012,July,18,P211,NE,1,,53.65763000,-113.39325270,POINT (-113.3932527 53.65763)
May 15 2017,2017,May,15,P102,NW,16,,53.54282965,-113.79309661,POINT (-113.79309661 53.54282965)
July 22 2016,2016,July,22,P010,SW,5,,53.42460733,-113.68907812,POINT (-113.68907812 53.42460733)
June 15 2012,2012,June,15,P110,NW,1,,53.68115000,-113.59360000,POINT (-113.5936 53.68115)
October 09 2015,2015,October,9,P203,NW,0,,53.68957090,-113.49303168,POINT (-113.49303168 53.6895709)
June 08 2019,2019,June,8,P006,SW,36,,53.51606600,-113.78305600,POINT (-113.783056 53.516066)
June 17 2013,2013,June,17,P226,NE,5,,53.62326727,-113.22124958,POINT (-113.22124958 53.62326727)
October 07 2019,2019,October,7,P228,NE,2,,53.61793167,-113.27599333,POINT (-113.275993333333 53.6179316666667)
June 03 2015,2015,June,3,P306,SE,0,,53.36680156,-113.39355539,POINT (-113.39355539 53.36680156)
June 15 2015,2015,June,15,P013,SW,4,,53.36687199,-113.66443501,POINT (-113.66443501 53.36687199000001)
June 03 2013,2013,June,3,P313,SE,13,,53.45402106,-113.29552133,POINT (-113.29552133 53.45402106)
July 10 2018,2018,July,10,P226,NE,0,,53.62128800,-113.22322000,POINT (-113.22322 53.621288)
June 11 2012,2012,June,11,P107,NW,24,,53.59958000,-113.58809000,POINT (-113.58809 53.59958)
September 09 2014,2014,September,9,P119,NW,4,,53.74493300,-113.69431900,POINT (-113.694319 53.744933)
September 15 2017,2017,September,15,P212,NE,16,,53.62939759,-113.39966957,POINT (-113.39966957 53.62939759)
September 26 2014,2014,September,26,P230,NE,5,,53.59939000,-113.32029000,POINT (-113.32029 53.59939)
June 27 2012,2012,June,27,P125,NW,2,,53.68450000,-113.68462000,POINT (-113.68462 53.6845)
July 18 2016,2016,July,18,P210,NE,0,,53.68618484,-113.39375872,POINT (-113.39375872 53.68618484)
September 18 2017,2017,September,18,P308,SE,21,,53.42508076,-113.39347103,POINT (-113.39347103 53.42508076)
April 19 2016,2016,April,19,P226,NE,0,,53.62324529,-113.22122644,POINT (-113.22122644 53.62324529000001)
May 27 2014,2014,May,27,P204,NW,23,,53.71627800,-113.49752400,POINT (-113.497524 53.716278)
July 08 2013,2013,July,8,P205,NW,28,,53.74533637,-113.49377763,POINT (-113.4937776346 53.7453363743)
July 11 2013,2013,July,11,P315,SE,3,,53.39559737,-113.29529097,POINT (-113.29529097 53.39559737)
May 15 2018,2018,May,15,P224,NE,0,,53.56664300,-113.22569800,POINT (-113.225698 53.566643000000006)
June 20 2014,2014,June,20,P109,NW,10,,53.65691700,-113.59253500,POINT (-113.59253500000001 53.656917)
July 10 2014,2014,July,10,P010,SW,0,,53.42475200,-113.68932600,POINT (-113.689326 53.424752)
June 15 2012,2012,June,15,P210,NE,3,,53.68705480,-113.39376500,POINT (-113.39376500000002 53.6870548)
July 04 2012,2012,July,4,P001,SW,56,,53.51062000,-113.88594000,POINT (-113.88594 53.51062)
May 31 2016,2016,May,31,P011,SW,16,,53.39612965,-113.68906913,POINT (-113.68906913 53.396129650000006)
May 09 2017,2017,May,9,P228,NE,0,,53.62327601,-113.27081039,POINT (-113.27081039 53.62327601)
May 24 2012,2012,May,24,P311,SE,5,,53.50872000,-113.39357000,POINT (-113.39357 53.508720000000004)
June 21 2017,2017,June,21,P111,NW,38,,53.71576061,-113.59040138,POINT (-113.59040138 53.71576061)
June 20 2019,2019,June,20,P004,SW,32,,53.45171500,-113.78886500,POINT (-113.788865 53.451715)
July 02 2014,2014,July,2,P225,NE,10,,53.59916000,-113.22135000,POINT (-113.22135 53.59916)
June 12 2017,2017,June,12,P214,NE,14,,53.68318887,-113.31979071,POINT (-113.31979071000002 53.68318887)
May 21 2013,2013,May,21,P212,NE,0,,53.62957198,-113.39963336,POINT (-113.39963336 53.62957198)
June 11 2012,2012,June,11,P111,NW,30,,53.71565000,-113.59031000,POINT (-113.59031 53.71565)
September 11 2018,2018,September,11,P228,NE,11,,53.61793167,-113.27599333,POINT (-113.275993333333 53.6179316666667)
August 24 2012,2012,August,24,P133,NW,16,,53.62753000,-113.68044000,POINT (-113.68044000000002 53.62753)
August 21 2015,2015,August,21,P119,NW,8,,53.74495430,-113.69461501,POINT (-113.69461501 53.7449543)
June 26 2013,2013,June,26,P224,NE,30,,53.57054488,-113.22184394,POINT (-113.22184394 53.57054488)
July 12 2012,2012,July,12,P133,NW,16,,53.62753000,-113.68044000,POINT (-113.68044000000002 53.62753)
May 31 2013,2013,May,31,P106,NW,2,,53.58459741,-113.68935384,POINT (-113.6893538386 53.5845974134)
June 07 2012,2012,June,7,P307,SE,1,,53.39636000,-113.39367000,POINT (-113.39367 53.39636)
September 16 2015,2015,September,16,P303,SE,56,,53.36751653,-113.49163647,POINT (-113.49163647 53.36751653)
May 31 2016,2016,May,31,P312,SE,19,,53.48061070,-113.29555155,POINT (-113.29555155 53.4806107)
June 06 2014,2014,June,6,P017,SW,19,,53.42473200,-113.58992700,POINT (-113.589927 53.424732)
June 19 2013,2013,June,19,P323,SE,12,,53.54102068,-113.38712441,POINT (-113.38712441 53.54102068)
July 11 2016,2016,July,11,P006,SW,12,,53.51216969,-113.78689003,POINT (-113.78689003 53.51216969)
August 11 2016,2016,August,11,P203,NW,8,,53.68962492,-113.49308631,POINT (-113.49308631 53.68962492000001)
June 19 2013,2013,June,19,P214,NE,11,,53.68321548,-113.31982171,POINT (-113.31982171 53.68321548)
May 25 2017,2017,May,25,P308,SE,33,,53.42508076,-113.39347103,POINT (-113.39347103 53.42508076)
August 11 2016,2016,August,11,P013,SW,16,,53.36681028,-113.65958143,POINT (-113.65958143 53.36681028)
June 17 2013,2013,June,17,P209,NE,4,,53.71736063,-113.39691609,POINT (-113.39691609 53.71736063)
August 23 2012,2012,August,23,P302,SE,16,,53.38835658,-113.49191526,POINT (-113.49191526 53.38835658)
August 15 2017,2017,August,15,P224,NE,0,,53.57063945,-113.22183962,POINT (-113.22183962 53.57063945000001)
June 03 2014,2014,June,3,P210,NE,6,,53.68630700,-113.39365600,POINT (-113.393656 53.686307000000006)
July 13 2015,2015,July,13,P014,SW,0,,53.33806593,-113.58591522,POINT (-113.58591522 53.33806593)
July 13 2018,2018,July,13,P109,NW,34,,53.65892700,-113.59445700,POINT (-113.594457 53.658927000000006)
June 15 2012,2012,June,15,P106,NW,18,,53.58768000,-113.68913000,POINT (-113.68913 53.58768)
July 23 2018,2018,July,23,P305,SE,38,,53.33546133,-113.38823633,POINT (-113.388236333333 53.3354613333333)
June 05 2017,2017,June,5,P110,NW,14,,53.68111953,-113.59390580,POINT (-113.5939058 53.68111953)
June 13 2016,2016,June,13,P015,SW,26,,53.36667870,-113.58617682,POINT (-113.58617682 53.36667870000001)
June 19 2013,2013,June,19,P314,SE,6,,53.42473062,-113.29564300,POINT (-113.295643 53.42473062)
July 26 2014,2014,July,26,P310,SE,70,,53.48933021,-113.39366092,POINT (-113.39366092000002 53.48933021)
August 23 2012,2012,August,23,P212,NE,8,,53.62912313,-113.40036752,POINT (-113.4003675178 53.6291231316)
August 06 2019,2019,August,6,P315,SE,74,,53.39158900,-113.29931700,POINT (-113.29931700000002 53.391589)
July 02 2015,2015,July,2,P112,NW,9,,53.74530561,-113.59544675,POINT (-113.59544675 53.74530561)
September 09 2014,2014,September,9,P006,SW,18,,53.51226400,-113.78705500,POINT (-113.787055 53.512264)
July 04 2012,2012,July,4,P205,NW,25,,53.74535000,-113.49425000,POINT (-113.49425 53.74535)
July 07 2014,2014,July,7,P313,SE,30,,53.45402100,-113.29552100,POINT (-113.295521 53.454021)
June 11 2013,2013,June,11,P007,SW,1,,53.50787955,-113.68608974,POINT (-113.68608974 53.50787955)
May 24 2016,2016,May,24,P305,SE,85,,53.33813374,-113.39093476,POINT (-113.39093476 53.33813374)
May 24 2012,2012,May,24,P310,SE,8,,53.48911000,-113.39326000,POINT (-113.39326 53.48911)
May 09 2017,2017,May,9,P231,NE,0,,53.57310596,-113.27059514,POINT (-113.27059514 53.57310596)
September 06 2012,2012,September,6,P231,NE,12,,53.57049350,-113.29563970,POINT (-113.2956397 53.5704935)
October 24 2016,2016,October,24,P102,NW,18,,53.54282965,-113.79309661,POINT (-113.79309661 53.54282965)
May 27 2014,2014,May,27,P126,NW,9,,53.65829600,-113.68878600,POINT (-113.688786 53.658296)
May 06 2019,2019,May,6,P316,SE,-1,,53.37234033,-113.30061033,POINT (-113.300610333333 53.3723403333333)
July 08 2013,2013,July,8,P308,SE,1,,53.42506635,-113.39352517,POINT (-113.39352517 53.42506635)
May 23 2012,2012,May,23,P011,SW,28,,53.39623000,-113.68925000,POINT (-113.68925 53.39623)
September 15 2017,2017,September,15,P214,NE,14,,53.68318887,-113.31979071,POINT (-113.31979071000002 53.68318887)
October 24 2016,2016,October,24,P314,SE,10,,53.42473523,-113.29559915,POINT (-113.29559915 53.42473523)
August 02 2016,2016,August,2,P210,NE,52,,53.68618484,-113.39375872,POINT (-113.39375872 53.68618484)
July 11 2016,2016,July,11,P316,SE,30,,53.36685631,-113.29528353,POINT (-113.29528353 53.36685631)
July 02 2015,2015,July,2,P126,NW,8,,53.65818876,-113.68915856,POINT (-113.68915856 53.65818876)
July 23 2018,2018,July,23,P125,NW,29,,53.68409767,-113.68783733,POINT (-113.687837333333 53.6840976666667)
May 09 2018,2018,May,9,P313,SE,-1,,53.45806900,-113.29960000,POINT (-113.2996 53.458069)
July 08 2013,2013,July,8,P016,SW,4,,53.39571126,-113.59029381,POINT (-113.59029381 53.39571126)
August 15 2017,2017,August,15,P109,NW,10,,53.65698222,-113.59265710,POINT (-113.5926571 53.65698222)
July 13 2018,2018,July,13,P228,NE,7,,53.61793167,-113.27599333,POINT (-113.275993333333 53.6179316666667)
July 31 2015,2015,July,31,P015,SW,17,,53.36682673,-113.59029350,POINT (-113.5902935 53.36682673)
July 18 2016,2016,July,18,P208,NE,0,,53.74487479,-113.39679147,POINT (-113.39679147 53.74487479)
July 08 2019,2019,July,8,P013,SW,22,,53.36280500,-113.66042600,POINT (-113.66042600000002 53.362805)
August 23 2012,2012,August,23,P312,SE,29,,53.48060000,-113.29547000,POINT (-113.29547000000001 53.48060000000001)
June 06 2012,2012,June,6,P014,SW,1,,53.33836000,-113.58595000,POINT (-113.58595 53.33836)
June 10 2014,2014,June,10,P008,SW,2,,53.48297600,-113.68874800,POINT (-113.688748 53.482976)
July 31 2015,2015,July,31,P119,NW,11,,53.74495430,-113.69461501,POINT (-113.69461501 53.7449543)
July 21 2014,2014,July,21,P101,NW,30,,53.54169600,-113.69468400,POINT (-113.694684 53.541696)
July 22 2013,2013,July,22,P232,NE,11,,53.56154288,-113.34695338,POINT (-113.34695338 53.56154288)
July 12 2012,2012,July,12,P004,SW,40,,53.45471000,-113.78678000,POINT (-113.78678 53.45471)
July 31 2015,2015,July,31,P216,NE,3,,53.74503565,-113.32196899,POINT (-113.32196899 53.74503565)
July 18 2012,2012,July,18,P111,NW,6,,53.71565000,-113.59031000,POINT (-113.59031 53.71565)
June 06 2014,2014,June,6,P119,NW,22,,53.74493300,-113.69431900,POINT (-113.694319 53.744933)
May 23 2012,2012,May,23,P125,NW,26,,53.68450000,-113.68462000,POINT (-113.68462 53.6845)
August 12 2013,2013,August,12,P002,SW,18,,53.48251778,-113.88554396,POINT (-113.88554396 53.48251778)
June 15 2015,2015,June,15,P010,SW,2,,53.42473052,-113.68924396,POINT (-113.68924396 53.42473052)
August 04 2015,2015,August,4,P209,NE,0,,53.71749833,-113.39691974,POINT (-113.39691974 53.71749833)
May 24 2012,2012,May,24,P230,NE,4,,53.59963940,-113.34461940,POINT (-113.3446194 53.5996394)
May 08 2017,2017,May,8,P301,SE,-1,,53.41650146,-113.49205886,POINT (-113.49205886 53.41650146)
May 23 2012,2012,May,23,P232,NE,36,,53.57017300,-113.33668130,POINT (-113.3366813 53.570173)
June 20 2014,2014,June,20,P212,NE,12,,53.62926000,-113.39993000,POINT (-113.39993 53.62926)
May 27 2014,2014,May,27,P304,SE,20,,53.33796000,-113.48874600,POINT (-113.488746 53.33796)
June 23 2015,2015,June,23,P204,NW,13,,53.71622846,-113.49746390,POINT (-113.4974639 53.71622846)
June 25 2013,2013,June,25,P316,SE,2,,53.36697462,-113.29523354,POINT (-113.29523354 53.36697462)
June 15 2015,2015,June,15,P231,NE,6,,53.57307443,-113.27070167,POINT (-113.27070167000001 53.57307443)
May 05 2017,2017,May,5,P203,NW,-1,,53.68962492,-113.49308631,POINT (-113.49308631 53.68962492000001)
June 26 2013,2013,June,26,P214,NE,37,,53.68321548,-113.31982171,POINT (-113.31982171 53.68321548)
